innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Sunrisers Hyderabad,B Kumar,4.0,0,29,4,7.25,10,2,0
1,Sunrisers Hyderabad,BB Sran,4.0,0,36,1,9.0,5,0,0
1,Sunrisers Hyderabad,Bipul Sharma,2.0,0,10,1,5.0,5,0,0
1,Sunrisers Hyderabad,DJ Hooda,3.0,0,22,1,7.33,3,0,0
1,Sunrisers Hyderabad,MC Henriques,3.0,0,17,0,5.67,3,1,0
1,Sunrisers Hyderabad,Mustafizur Rahman,4.0,0,19,1,4.75,10,0,0
2,Gujarat Lions,DJ Bravo,3.0,0,26,0,8.67,4,0,0
2,Gujarat Lions,DS Kulkarni,1.0,0,9,0,9.0,1,0,0
2,Gujarat Lions,DW Steyn,2.0,0,17,0,8.5,5,1,0
2,Gujarat Lions,P Kumar,2.0,0,31,0,15.5,2,2,0
2,Gujarat Lions,PV Tambe,2.0,0,17,0,8.5,1,1,0
2,Gujarat Lions,RA Jadeja,2.5,0,20,0,7.06,5,0,0
2,Gujarat Lions,SK Raina,2.0,0,16,0,8.0,3,1,0
