innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Punjab Kings,1,Atharva Taide,15,12,JM Bairstow,9,10,27,22
1,Punjab Kings,2,P Simran Singh,10,14,JM Bairstow,3,3,14,17
1,Punjab Kings,3,SM Curran,3,3,JM Bairstow,3,6,6,9
1,Punjab Kings,4,SM Curran,3,7,JM Sharma,2,2,5,9
1,Punjab Kings,5,Shashank Singh,9,9,JM Sharma,8,7,18,16
1,Punjab Kings,6,LS Livingstone,14,9,JM Sharma,19,15,33,24
1,Punjab Kings,7,Ashutosh Sharma,9,6,LS Livingstone,7,5,19,10
1,Punjab Kings,8,Harpreet Brar,3,3,Ashutosh Sharma,22,10,25,13
1,Punjab Kings,9,Harpreet Brar,3,3,Ashutosh Sharma,22,10,25,13
2,Rajasthan Royals,1,YBK Jaiswal,29,19,Tanush Kotian,24,31,56,50
2,Rajasthan Royals,2,SV Samson,16,11,YBK Jaiswal,10,9,26,20
2,Rajasthan Royals,3,R Parag,5,7,SV Samson,2,3,7,10
2,Rajasthan Royals,4,Dhruv Jurel,6,9,R Parag,18,11,24,20
2,Rajasthan Royals,5,SO Hetmyer,2,2,Dhruv Jurel,0,2,2,4
2,Rajasthan Royals,6,R Powell,11,5,SO Hetmyer,10,2,21,7
2,Rajasthan Royals,7,KA Maharaj,1,2,SO Hetmyer,1,1,2,3
2,Rajasthan Royals,8,SO Hetmyer,14,5,TA Boult,0,0,14,5
