innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,Avesh Khan,4.0,0,34,2,8.5,7,0,0
1,Rajasthan Royals,KA Maharaj,4.0,0,23,2,5.75,8,0,0
1,Rajasthan Royals,KR Sen,4.0,0,35,1,8.75,9,0,0
1,Rajasthan Royals,TA Boult,4.0,0,22,1,5.5,11,2,0
1,Rajasthan Royals,YS Chahal,4.0,0,31,1,7.75,5,2,1
2,Punjab Kings,Arshdeep Singh,3.5,0,45,1,11.74,8,1,0
2,Punjab Kings,HV Patel,2.0,0,21,1,10.5,1,0,0
2,Punjab Kings,Harpreet Brar,3.0,0,22,0,7.33,2,0,0
2,Punjab Kings,K Rabada,4.0,0,18,2,4.5,14,0,0
2,Punjab Kings,LS Livingstone,3.0,0,21,1,7.0,9,1,0
2,Punjab Kings,SM Curran,4.0,0,25,2,6.25,9,1,0
