match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2012-04-06,Kings XI Punjab,Sawai Mansingh Stadium,14,8,2,0,175.0,not out,5
7,2012-04-08,Kolkata Knight Riders,Sawai Mansingh Stadium,23,11,2,1,209.09,not out,6
12,2012-04-11,Mumbai Indians,Wankhede Stadium,76,42,5,5,180.95,b SL Malinga,4
15,2012-04-13,Kolkata Knight Riders,Eden Gardens,31,33,3,0,93.94,st MS Bisla b SP Narine,5
18,2012-04-15,Royal Challengers Bangalore,M Chinnaswamy Stadium,60,26,5,5,230.77,c R Vinay Kumar b Z Khan,3
20,2012-04-17,Deccan Chargers,Sawai Mansingh Stadium,12,11,1,0,109.09,c AA Jhunjhunwala b A Mishra,4
26,2012-04-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",52,43,4,3,120.93,c MS Dhoni b KMDN Kulasekara,3
30,2012-04-23,Royal Challengers Bangalore,Sawai Mansingh Stadium,10,15,0,1,66.67,st AB de Villiers b KP Appanna,3
39,2012-04-29,Delhi Daredevils,Feroz Shah Kotla,1,1,0,0,100.0,run out (NV Ojha),4
43,2012-05-01,Delhi Daredevils,Sawai Mansingh Stadium,1,3,0,0,33.33,c NV Ojha b UT Yadav,4
52,2012-05-08,Pune Warriors,Subrata Roy Sahara Stadium,4,7,0,0,57.14,not out,5
68,2012-05-18,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",28,32,1,0,87.5,run out (PA Patel),5
72,2012-05-20,Mumbai Indians,Sawai Mansingh Stadium,28,24,1,1,116.67,not out,5
