match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2024-03-23,Delhi Capitals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",63,47,6,1,134.04,b KK Ahmed,4
6,2024-03-25,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",23,17,3,0,135.29,c Anuj Rawat b Yash Dayal,5
11,2024-03-30,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,1,0,0,0.0,c N Pooran b Mohsin Khan,6
17,2024-04-04,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",5,8,0,0,62.5,c KS Williamson b Azmatullah Omarzai,4
23,2024-04-09,Sunrisers Hyderabad,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29,22,2,2,131.82,c PJ Cummins b T Natarajan,4
27,2024-04-13,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",6,10,0,0,60.0,c Dhruv Jurel b KA Maharaj,4
33,2024-04-18,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",6,7,1,0,85.71,c Ishan Kishan b JJ Bumrah,1
37,2024-04-21,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",20,19,2,0,105.26,lbw b Rashid Khan,1
49,2024-05-01,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",26,20,3,0,130.0,not out,5
53,2024-05-05,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",7,11,0,0,63.64,c MJ Santner b RA Jadeja,5
58,2024-05-09,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",22,16,2,0,137.5,b LH Ferguson,7
65,2024-05-15,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",63,41,5,3,153.66,not out,5
