innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,9,4,Delhi Capitals,F du Plessis,AR Patel,YC Barde,wicket,struck down,False
1,19,1,Royal Challengers Bangalore,MK Lomror,Mukesh Kumar,RJ Tucker,wicket,upheld,False
2,12,5,Royal Challengers Bangalore,RR Rossouw,PWH de Silva,YC Barde,wicket,struck down,False
