match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2022-03-26,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,38,1,9.5,7,0,0
6,2022-03-30,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2.2,0,36,0,15.43,6,1,1
8,2022-04-01,Punjab Kings,"Wankhede Stadium, Mumbai",0.2,1,0,1,0.0,2,0,0
14,2022-04-06,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",1.0,0,9,0,9.0,3,0,0
19,2022-04-10,Delhi Capitals,"Brabourne Stadium, Mumbai",2.0,0,16,1,8.0,3,0,0
25,2022-04-15,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",2.0,0,20,2,10.0,5,1,0
30,2022-04-18,Rajasthan Royals,"Brabourne Stadium, Mumbai",2.0,0,29,1,14.5,3,1,0
35,2022-04-23,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",1.0,0,5,4,5.0,4,0,0
41,2022-04-28,Delhi Capitals,"Wankhede Stadium, Mumbai",1.0,0,14,0,14.0,1,0,0
53,2022-05-07,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",3.0,0,22,2,7.33,2,1,0
56,2022-05-09,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2.3,0,22,2,8.8,6,0,0
61,2022-05-14,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",4.0,0,22,3,5.5,14,2,0
66,2022-05-18,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",3.0,0,45,0,15.0,1,0,0
