match_number,date,opponent,catches,stumpings,run_outs
15,2016-04-21,Gujarat Lions,1,0,0
40,2016-05-10,Rising Pune Supergiants,0,0,1
46,2016-05-15,Kings XI Punjab,1,0,0
58,2016-05-25,Kolkata Knight Riders,1,0,0
60,2016-05-29,Royal Challengers Bangalore,0,0,1
