match_number,date,opponent,venue,result,margin
5,2026-04-01,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",lost,by 6 wickets
10,2026-04-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",won,by 5 wickets
15,2026-04-09,Kolkata Knight Riders,"Eden Gardens, Kolkata",won,by 3 wickets
19,2026-04-12,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",lost,by 7 wickets
23,2026-04-15,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",lost,by 5 wickets
