innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,10,4,Gujarat Titans,Abishek Porel,Rashid Khan,AT Holdstock,wicket,struck down,False
1,20,1,Gujarat Titans,KL Rahul,Mohammed Siraj,AT Holdstock,wicket,struck down,False
2,7,2,Delhi Capitals,B Sai Sudharsan,V Nigam,AT Holdstock,wicket,struck down,False
2,8,1,Delhi Capitals,B Sai Sudharsan,Kuldeep Yadav,K Kelkar,wicket,struck down,True
