innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,Arshad Khan,2.0,0,7,1,3.5,8,2,0
1,Gujarat Titans,K Rabada,2.0,0,34,0,17.0,2,0,0
1,Gujarat Titans,M Prasidh Krishna,4.0,0,40,1,10.0,5,0,0
1,Gujarat Titans,Mohammed Siraj,4.0,0,37,0,9.25,11,1,0
1,Gujarat Titans,R Sai Kishore,4.0,0,47,1,11.75,6,0,0
1,Gujarat Titans,Rashid Khan,4.0,0,32,0,8.0,3,1,0
2,Delhi Capitals,AR Patel,3.0,0,35,0,11.67,5,0,0
2,Delhi Capitals,Kuldeep Yadav,4.0,0,37,0,9.25,3,1,0
2,Delhi Capitals,Mustafizur Rahman,3.0,0,24,0,8.0,5,0,0
2,Delhi Capitals,PVD Chameera,2.0,0,22,0,11.0,3,1,0
2,Delhi Capitals,T Natarajan,3.0,0,49,0,16.33,1,0,0
2,Delhi Capitals,V Nigam,4.0,0,37,0,9.25,4,1,0
