innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,PA Patel,4,6,SP Fleming,0,0,4,6
1,Chennai Super Kings,2,S Anirudha,1,7,SP Fleming,5,8,11,15
1,Chennai Super Kings,3,SK Raina,7,5,SP Fleming,9,8,18,13
1,Chennai Super Kings,4,S Badrinath,0,4,SK Raina,9,3,10,7
1,Chennai Super Kings,5,MS Dhoni,22,27,SK Raina,16,13,39,40
1,Chennai Super Kings,6,JA Morkel,3,4,MS Dhoni,1,4,4,8
1,Chennai Super Kings,7,Joginder Sharma,16,10,JA Morkel,21,13,38,23
1,Chennai Super Kings,8,MS Gony,15,6,JA Morkel,5,2,20,8
2,Deccan Chargers,1,AC Gilchrist,13,15,HH Gibbs,10,10,24,25
2,Deccan Chargers,2,SB Styris,11,15,AC Gilchrist,41,21,54,34
2,Deccan Chargers,3,RG Sharma,23,17,SB Styris,23,21,47,38
2,Deccan Chargers,4,SB Styris,2,5,Shahid Afridi,20,6,23,11
