match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2012-04-06,Pune Warriors,Wankhede Stadium,32,32,4,1,100.0,st RV Uthappa b M Kartik,5
9,2012-04-09,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,6,1,0,116.67,b DW Steyn,6
12,2012-04-11,Rajasthan Royals,Wankhede Stadium,0,1,0,0,0.0,c SK Trivedi b KK Cooper,6
19,2012-04-16,Delhi Daredevils,Wankhede Stadium,3,4,0,0,75.0,c KP Pietersen b UT Yadav,6
28,2012-04-22,Kings XI Punjab,Wankhede Stadium,35,20,5,0,175.0,"run out (SE Marsh, PP Chawla)",4
33,2012-04-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",3,6,0,0,50.0,c Azhar Mahmood b PP Chawla,4
36,2012-04-27,Delhi Daredevils,Feroz Shah Kotla,40,28,7,0,142.86,b AB Agarkar,4
40,2012-04-29,Deccan Chargers,Wankhede Stadium,2,6,0,0,33.33,c PA Patel b DW Steyn,4
45,2012-05-03,Pune Warriors,Subrata Roy Sahara Stadium,18,22,1,0,81.82,not out,5
49,2012-05-06,Chennai Super Kings,Wankhede Stadium,11,5,2,0,220.0,b DJ Bravo,4
54,2012-05-09,Royal Challengers Bangalore,Wankhede Stadium,44,39,3,1,112.82,c V Kohli b M Muralitharan,4
62,2012-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,16,14,3,0,114.29,c HV Patel b M Muralitharan,4
65,2012-05-16,Kolkata Knight Riders,Wankhede Stadium,21,26,3,0,80.77,c YK Pathan b L Balaji,3
74,2012-05-23,Chennai Super Kings,M Chinnaswamy Stadium,6,4,1,0,150.0,c MS Dhoni b JA Morkel,4
