innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,B Sai Sudharsan,210,18.2
1,Gujarat Titans,2,Shubman Gill,213,18.6
1,Gujarat Titans,3,M Shahrukh Khan,231,20.6
2,Chennai Super Kings,1,R Ravindra,2,1.6
2,Chennai Super Kings,2,AM Rahane,2,2.1
2,Chennai Super Kings,3,RD Gaikwad,10,3.5
2,Chennai Super Kings,4,DJ Mitchell,119,13.2
2,Chennai Super Kings,5,MM Ali,135,15.2
2,Chennai Super Kings,6,S Dube,165,17.4
2,Chennai Super Kings,7,RA Jadeja,169,18.3
2,Chennai Super Kings,8,MJ Santner,169,18.5
