innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Titans,1,B Sai Sudharsan,103,51,Shubman Gill,103,53,210,104
1,Gujarat Titans,2,DA Miller,2,2,Shubman Gill,1,2,3,4
1,Gujarat Titans,3,DA Miller,14,9,M Shahrukh Khan,2,3,18,12
1,Gujarat Titans,4,DA Miller,14,9,M Shahrukh Khan,2,3,18,12
2,Chennai Super Kings,1,AM Rahane,1,4,R Ravindra,1,2,2,6
2,Chennai Super Kings,2,AM Rahane,0,1,RD Gaikwad,0,0,0,1
2,Chennai Super Kings,3,DJ Mitchell,8,7,RD Gaikwad,0,3,8,10
2,Chennai Super Kings,4,MM Ali,49,30,DJ Mitchell,55,27,109,57
2,Chennai Super Kings,5,S Dube,8,6,MM Ali,7,6,16,12
2,Chennai Super Kings,6,RA Jadeja,16,7,S Dube,13,7,30,14
2,Chennai Super Kings,7,MS Dhoni,2,2,RA Jadeja,2,3,4,5
2,Chennai Super Kings,8,MJ Santner,0,2,MS Dhoni,0,0,0,2
2,Chennai Super Kings,9,SN Thakur,3,4,MS Dhoni,24,9,27,13
