innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,DJ Mitchell,4.0,0,52,0,13.0,2,1,0
1,Chennai Super Kings,MJ Santner,2.0,0,31,0,15.5,2,0,0
1,Chennai Super Kings,RA Jadeja,2.0,0,29,0,14.5,0,0,0
1,Chennai Super Kings,SN Thakur,4.0,0,25,0,6.25,9,0,0
1,Chennai Super Kings,Simarjeet Singh,4.0,0,60,0,15.0,4,2,0
1,Chennai Super Kings,TU Deshpande,4.0,0,33,2,8.25,6,2,0
2,Gujarat Titans,Kartik Tyagi,4.0,0,51,0,12.75,4,2,0
2,Gujarat Titans,MM Sharma,4.0,0,31,3,7.75,10,2,0
2,Gujarat Titans,Noor Ahmad,2.0,0,25,0,12.5,3,0,0
2,Gujarat Titans,Rashid Khan,4.0,0,38,2,9.5,8,0,0
2,Gujarat Titans,S Sandeep Warrier,3.0,0,28,1,9.33,8,0,0
2,Gujarat Titans,UT Yadav,3.0,0,20,1,6.67,8,0,0
