innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,RV Uthappa,42,30,4,2,140.0,c DA Miller b AR Patel,1
1,Kolkata Knight Riders,G Gambhir,1,3,0,0,33.33,c GJ Bailey b MG Johnson,2
1,Kolkata Knight Riders,MK Pandey,21,20,3,0,105.0,b AR Patel,3
1,Kolkata Knight Riders,Shakib Al Hasan,18,16,2,0,112.5,c DA Miller b Karanveer Singh,4
1,Kolkata Knight Riders,YK Pathan,20,18,2,1,111.11,c DA Miller b Karanveer Singh,5
1,Kolkata Knight Riders,RN ten Doeschate,17,10,0,2,170.0,c M Vohra b MG Johnson,6
1,Kolkata Knight Riders,SA Yadav,20,14,3,1,142.86,b Karanveer Singh,7
1,Kolkata Knight Riders,PP Chawla,17,9,3,0,188.89,not out,8
1,Kolkata Knight Riders,SP Narine,0,0,0,0,0.0,run out (MG Johnson),9
2,Kings XI Punjab,V Sehwag,2,3,0,0,66.67,c Shakib Al Hasan b UT Yadav,1
2,Kings XI Punjab,M Vohra,26,19,0,3,136.84,c UT Yadav b M Morkel,2
2,Kings XI Punjab,WP Saha,35,31,2,2,112.9,c UT Yadav b M Morkel,3
2,Kings XI Punjab,GJ Maxwell,6,9,1,0,66.67,lbw b UT Yadav,4
2,Kings XI Punjab,DA Miller,8,12,0,0,66.67,b PP Chawla,5
2,Kings XI Punjab,AR Patel,2,2,0,0,100.0,"run out (PP Chawla, RV Uthappa)",6
2,Kings XI Punjab,GJ Bailey,26,17,1,2,152.94,c MK Pandey b UT Yadav,7
2,Kings XI Punjab,R Dhawan,14,15,0,1,93.33,st RV Uthappa b Shakib Al Hasan,8
2,Kings XI Punjab,MG Johnson,10,11,0,1,90.91,not out,9
2,Kings XI Punjab,Karanveer Singh,1,1,0,0,100.0,not out,10
