innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,G Gambhir,2,2.2
1,Kolkata Knight Riders,2,RV Uthappa,67,9.2
1,Kolkata Knight Riders,3,MK Pandey,67,9.5
1,Kolkata Knight Riders,4,Shakib Al Hasan,108,15.2
1,Kolkata Knight Riders,5,YK Pathan,108,15.3
1,Kolkata Knight Riders,6,SA Yadav,145,18.6
1,Kolkata Knight Riders,7,RN ten Doeschate,147,19.4
1,Kolkata Knight Riders,8,SP Narine,159,20.5
2,Kings XI Punjab,1,V Sehwag,5,2.1
2,Kings XI Punjab,2,M Vohra,45,6.5
2,Kings XI Punjab,3,GJ Maxwell,55,8.5
2,Kings XI Punjab,4,WP Saha,80,12.6
2,Kings XI Punjab,5,DA Miller,82,13.2
2,Kings XI Punjab,6,AR Patel,87,14.3
2,Kings XI Punjab,7,R Dhawan,117,18.3
2,Kings XI Punjab,8,GJ Bailey,134,20.1
