innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,49,5,30,9.8,6,10
1,Chennai Super Kings,middle,73,0,54,8.11,8,13
1,Chennai Super Kings,powerplay,42,0,36,7.0,6,18
2,Pune Warriors,death,44,2,30,8.8,1,4
2,Pune Warriors,middle,54,3,54,6.0,3,18
2,Pune Warriors,powerplay,53,2,36,8.83,9,19
