innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,F du Plessis,116,16.3
1,Chennai Super Kings,2,S Badrinath,116,16.5
1,Chennai Super Kings,3,SK Raina,119,17.3
1,Chennai Super Kings,4,DJ Bravo,142,19.5
1,Chennai Super Kings,5,RA Jadeja,164,20.6
2,Pune Warriors,1,RV Uthappa,13,2.2
2,Pune Warriors,2,JD Ryder,26,4.4
2,Pune Warriors,3,MK Pandey,53,7.1
2,Pune Warriors,4,SC Ganguly,64,10.4
2,Pune Warriors,5,MN Samuels,97,14.2
2,Pune Warriors,6,SPD Smith,141,19.2
2,Pune Warriors,7,AD Mathews,144,20.1
