match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
6,Chennai Super Kings,Ankit Sharma,3.0,0,28,1,9.33,9
6,Chennai Super Kings,DJ Harris,1.0,0,11,0,11.0,0
6,Chennai Super Kings,DT Christian,4.0,0,26,2,6.5,9
6,Chennai Super Kings,DW Steyn,4.0,0,25,2,6.25,10
6,Chennai Super Kings,MS Gony,4.0,0,54,0,13.5,7
6,Chennai Super Kings,TP Sudhindra,4.0,0,46,1,11.5,3
9,Mumbai Indians,A Mishra,4.0,0,31,1,7.75,9
9,Mumbai Indians,Anand Rajan,2.0,0,9,0,4.5,4
9,Mumbai Indians,Ankit Sharma,4.0,0,18,0,4.5,14
9,Mumbai Indians,CL White,2.0,0,19,0,9.5,1
9,Mumbai Indians,DT Christian,4.0,0,49,1,12.25,4
9,Mumbai Indians,DW Steyn,4.0,1,12,3,3.0,14
20,Rajasthan Royals,A Mishra,4.0,0,32,3,8.0,6
20,Rajasthan Royals,Anand Rajan,4.0,0,45,1,11.25,4
20,Rajasthan Royals,Ankit Sharma,4.0,0,33,0,8.25,6
20,Rajasthan Royals,DT Christian,4.0,0,43,1,10.75,7
20,Rajasthan Royals,DW Steyn,3.4,0,44,0,12.0,6
23,Delhi Daredevils,A Mishra,2.0,0,26,0,13.0,5
23,Delhi Daredevils,Ankit Sharma,2.1,0,18,0,8.31,6
23,Delhi Daredevils,DT Christian,4.0,0,35,1,8.75,8
23,Delhi Daredevils,DW Steyn,4.0,0,19,2,4.75,12
23,Delhi Daredevils,JP Duminy,3.0,0,33,0,11.0,5
23,Delhi Daredevils,V Pratap Singh,4.0,0,31,1,7.75,9
29,Kolkata Knight Riders,A Mishra,4.0,0,27,1,6.75,9
29,Kolkata Knight Riders,Anand Rajan,2.0,0,11,1,5.5,4
29,Kolkata Knight Riders,Ankit Sharma,4.0,0,19,1,4.75,11
29,Kolkata Knight Riders,CL White,1.0,0,8,0,8.0,0
29,Kolkata Knight Riders,DW Steyn,4.0,0,24,2,6.0,13
29,Kolkata Knight Riders,JP Duminy,0.0,0,1,0,0.0,0
29,Kolkata Knight Riders,V Pratap Singh,4.0,0,35,0,8.75,8
