innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,S Dhawan,24,4.3
1,Mumbai Indians,2,DJ Bravo,64,8.3
1,Mumbai Indians,3,SS Tiwary,68,8.6
1,Mumbai Indians,4,AT Rayudu,84,11.4
1,Mumbai Indians,5,R Sathish,92,13.1
1,Mumbai Indians,6,KA Pollard,93,14.1
1,Mumbai Indians,7,SR Tendulkar,119,17.4
2,Deccan Chargers,1,AC Gilchrist,0,1.2
2,Deccan Chargers,2,HH Gibbs,47,5.5
2,Deccan Chargers,3,MD Mishra,49,6.2
2,Deccan Chargers,4,A Symonds,50,6.6
2,Deccan Chargers,5,TL Suman,81,11.4
2,Deccan Chargers,6,Y Venugopal Rao,100,14.1
2,Deccan Chargers,7,Jaskaran Singh,116,15.3
2,Deccan Chargers,8,RG Sharma,130,17.4
2,Deccan Chargers,9,KAJ Roach,131,17.6
2,Deccan Chargers,10,RP Singh,131,18.4
