match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2025-03-25,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",4.0,0,30,3,7.5,12,0,0
9,2025-03-29,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",4.0,0,37,1,9.25,6,1,0
14,2025-04-02,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,22,2,5.5,11,1,0
19,2025-04-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,24,2,6.0,6,0,0
23,2025-04-09,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",2.2,0,20,2,8.57,3,1,0
26,2025-04-12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1.3,0,35,0,23.33,0,0,0
35,2025-04-19,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",1.0,0,9,1,9.0,2,1,0
39,2025-04-21,Kolkata Knight Riders,"Eden Gardens, Kolkata",3.0,0,19,1,6.33,4,2,0
47,2025-04-28,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",1.0,0,16,0,16.0,2,0,0
51,2025-05-02,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",0.4,0,1,0,1.5,2,0,0
56,2025-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,34,2,8.5,5,1,0
60,2025-05-18,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,47,1,11.75,6,0,0
64,2025-05-22,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",3.0,0,34,1,11.33,6,0,0
67,2025-05-25,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2.0,0,23,1,11.5,3,0,0
72,2025-05-30,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",4.0,0,42,2,10.5,6,0,0
