innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Pune Warriors,1,JD Ryder,1,6,MK Pandey,8,2,9,8
1,Pune Warriors,2,MK Pandey,8,10,CJ Ferguson,0,3,8,13
1,Pune Warriors,3,SC Ganguly,9,14,CJ Ferguson,16,16,27,30
1,Pune Warriors,4,RV Uthappa,11,15,SC Ganguly,9,8,27,23
1,Pune Warriors,5,Yuvraj Singh,7,6,RV Uthappa,1,4,8,10
1,Pune Warriors,6,Yuvraj Singh,17,20,S Rana,15,13,34,33
1,Pune Warriors,7,S Rana,3,3,WD Parnell,1,1,5,3
1,Pune Warriors,8,S Rana,3,3,WD Parnell,1,1,5,3
2,Kolkata Knight Riders,1,G Gambhir,1,1,SP Goswami,6,3,7,4
2,Kolkata Knight Riders,2,MK Tiwary,24,24,G Gambhir,20,17,46,41
2,Kolkata Knight Riders,3,YK Pathan,29,25,G Gambhir,32,25,64,49
2,Kolkata Knight Riders,4,R Bhatia,1,3,G Gambhir,1,3,2,6
