innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kolkata Knight Riders,death,56,2,30,11.2,8,5
1,Kolkata Knight Riders,middle,56,5,54,6.22,3,18
1,Kolkata Knight Riders,powerplay,55,0,36,9.17,8,14
2,Sunrisers Hyderabad,death,44,2,30,8.8,5,12
2,Sunrisers Hyderabad,middle,55,4,54,6.11,4,17
2,Sunrisers Hyderabad,powerplay,33,3,36,5.5,5,20
