match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2022-03-27,Mumbai Indians,"Brabourne Stadium, Mumbai",4.0,0,27,2,6.75,13,0,0
10,2022-04-02,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",4.0,0,34,2,8.5,7,0,0
19,2022-04-10,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",4.0,0,25,3,6.25,13,0,0
27,2022-04-16,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",4.0,0,36,1,9.0,9,0,0
32,2022-04-20,Punjab Kings,"Brabourne Stadium, Mumbai",4.0,0,21,2,5.25,13,1,0
34,2022-04-22,Rajasthan Royals,"Wankhede Stadium, Mumbai",4.0,0,47,1,11.75,12,1,0
50,2022-05-05,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",4.0,0,30,3,7.5,14,0,0
55,2022-05-08,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",4.0,0,28,2,7.0,10,3,0
64,2022-05-16,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",4.0,0,43,0,10.75,8,0,0
69,2022-05-21,Mumbai Indians,"Wankhede Stadium, Mumbai",3.1,0,24,0,7.58,11,1,1
