innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,V Kohli,10,7,F du Plessis,0,4,11,11
1,Royal Challengers Bangalore,2,RM Patidar,52,32,V Kohli,45,42,99,74
1,Royal Challengers Bangalore,3,GJ Maxwell,15,11,V Kohli,3,4,19,15
1,Royal Challengers Bangalore,4,KD Karthik,2,3,GJ Maxwell,7,2,9,5
1,Royal Challengers Bangalore,5,Shahbaz Ahmed,1,1,GJ Maxwell,11,5,12,6
1,Royal Challengers Bangalore,6,MK Lomror,16,8,Shahbaz Ahmed,1,1,20,9
1,Royal Challengers Bangalore,7,MK Lomror,16,8,Shahbaz Ahmed,1,1,20,9
2,Gujarat Titans,1,WP Saha,29,22,Shubman Gill,20,23,51,45
2,Gujarat Titans,2,B Sai Sudharsan,5,4,Shubman Gill,11,5,17,8
2,Gujarat Titans,3,HH Pandya,3,5,B Sai Sudharsan,7,4,10,9
2,Gujarat Titans,4,DA Miller,9,9,B Sai Sudharsan,8,6,17,15
2,Gujarat Titans,5,R Tewatia,43,25,DA Miller,30,15,79,40
