match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2025-03-23,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",67,31,9,3,216.13,c SO Hetmyer b TU Deshpande,2
7,2025-03-27,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",47,28,5,3,167.86,b Prince Yadav,1
10,2025-03-30,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",22,12,4,0,183.33,c KL Rahul b MA Starc,2
15,2025-04-03,Kolkata Knight Riders,"Eden Gardens, Kolkata",4,2,1,0,200.0,c Harshit Rana b VG Arora,1
19,2025-04-06,Gujarat Titans,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",8,5,2,0,160.0,c B Sai Sudharsan b Mohammed Siraj,2
27,2025-04-12,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",66,37,9,3,178.38,c GJ Maxwell b YS Chahal,1
33,2025-04-17,Mumbai Indians,"Wankhede Stadium, Mumbai",28,29,3,0,96.55,c MJ Santner b WG Jacks,2
41,2025-04-23,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,4,0,0,0.0,c Naman Dhir b TA Boult,1
43,2025-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",19,16,4,0,118.75,b A Kamboj,2
51,2025-05-02,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",20,16,4,0,125.0,c Rashid Khan b M Prasidh Krishna,1
65,2025-05-23,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",17,10,3,0,170.0,c R Shepherd b B Kumar,2
68,2025-05-25,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",76,40,6,6,190.0,c AD Russell b SP Narine,2
