innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,MA Agarwal,1,1.4
1,Punjab Kings,2,KL Rahul,15,3.5
1,Punjab Kings,3,CH Gayle,19,5.2
1,Punjab Kings,4,N Pooran,19,5.4
1,Punjab Kings,5,DJ Hooda,26,7.2
1,Punjab Kings,6,JA Richardson,57,13.1
1,Punjab Kings,7,M Ashwin,87,17.5
1,Punjab Kings,8,M Shahrukh Khan,101,20.1
2,Chennai Super Kings,1,RD Gaikwad,24,5.6
2,Chennai Super Kings,2,MM Ali,90,13.3
2,Chennai Super Kings,3,SK Raina,99,15.2
2,Chennai Super Kings,4,AT Rayudu,99,15.3
