innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,DJ Bravo,2.0,0,10,1,5.0,6,0,0
1,Chennai Super Kings,DL Chahar,4.0,1,13,4,3.25,18,1,0
1,Chennai Super Kings,MM Ali,3.0,0,17,1,5.67,6,0,0
1,Chennai Super Kings,RA Jadeja,4.0,0,19,0,4.75,14,1,0
1,Chennai Super Kings,SM Curran,3.0,0,12,1,4.0,12,1,0
1,Chennai Super Kings,SN Thakur,4.0,0,35,0,8.75,8,1,0
2,Punjab Kings,Arshdeep Singh,2.0,0,7,1,3.5,8,0,0
2,Punjab Kings,JA Richardson,3.0,0,21,0,7.0,9,0,0
2,Punjab Kings,M Ashwin,3.0,0,32,1,10.67,5,1,0
2,Punjab Kings,Mohammed Shami,4.0,0,21,2,5.25,11,0,0
2,Punjab Kings,RP Meredith,3.4,0,21,0,5.73,14,1,0
