innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,CH Gayle,7,2.2
1,Kings XI Punjab,2,AJ Finch,14,3.5
1,Kings XI Punjab,3,KL Rahul,16,4.6
1,Kings XI Punjab,4,MK Tiwary,76,12.1
1,Kings XI Punjab,5,DA Miller,80,13.1
1,Kings XI Punjab,6,AR Patel,116,17.3
1,Kings XI Punjab,7,R Ashwin,132,18.1
1,Kings XI Punjab,8,AJ Tye,132,18.3
1,Kings XI Punjab,9,KK Nair,150,19.5
1,Kings XI Punjab,10,AS Rajpoot,153,20.4
2,Chennai Super Kings,1,AT Rayudu,3,2.2
2,Chennai Super Kings,2,F du Plessis,27,5.3
2,Chennai Super Kings,3,SW Billings,27,5.4
2,Chennai Super Kings,4,Harbhajan Singh,58,11.1
2,Chennai Super Kings,5,DL Chahar,114,17.1
