match_number,date,opponent,catches,stumpings,run_outs
5,2008-04-20,Mumbai Indians,0,1,0
12,2008-04-26,Rajasthan Royals,2,0,0
15,2008-04-28,Chennai Super Kings,0,0,1
29,2008-05-08,Kolkata Knight Riders,1,0,1
