innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Titans,WP Saha,47,37,6,0,127.03,c DJ Hooda b KH Pandya,1
1,Gujarat Titans,Shubman Gill,0,2,0,0,0.0,c Ravi Bishnoi b KH Pandya,2
1,Gujarat Titans,HH Pandya,66,50,2,4,132.0,c KL Rahul b MP Stoinis,3
1,Gujarat Titans,A Manohar,3,5,0,0,60.0,c Naveen-ul-Haq b A Mishra,4
1,Gujarat Titans,V Shankar,10,12,1,0,83.33,b Naveen-ul-Haq,5
1,Gujarat Titans,DA Miller,6,12,0,0,50.0,c DJ Hooda b MP Stoinis,6
1,Gujarat Titans,R Tewatia,2,2,0,0,100.0,not out,7
2,Lucknow Super Giants,KL Rahul,68,61,8,0,111.48,c J Yadav b MM Sharma,1
2,Lucknow Super Giants,KR Mayers,24,19,2,1,126.32,b Rashid Khan,2
2,Lucknow Super Giants,KH Pandya,23,23,2,1,100.0,st WP Saha b Noor Ahmad,3
2,Lucknow Super Giants,N Pooran,1,7,0,0,14.29,c HH Pandya b Noor Ahmad,4
2,Lucknow Super Giants,A Badoni,8,6,0,0,133.33,"run out (V Shankar, MM Sharma)",5
2,Lucknow Super Giants,MP Stoinis,0,1,0,0,0.0,c DA Miller b MM Sharma,6
2,Lucknow Super Giants,DJ Hooda,2,2,0,0,100.0,"run out (WP Saha, Rashid Khan)",7
2,Lucknow Super Giants,Ravi Bishnoi,0,1,0,0,0.0,not out,9
