innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,Shubman Gill,4,2.2
1,Gujarat Titans,2,WP Saha,72,11.3
1,Gujarat Titans,3,A Manohar,77,12.4
1,Gujarat Titans,4,V Shankar,92,15.6
1,Gujarat Titans,5,HH Pandya,132,20.2
1,Gujarat Titans,6,DA Miller,135,20.6
2,Lucknow Super Giants,1,KR Mayers,55,7.3
2,Lucknow Super Giants,2,KH Pandya,106,15.3
2,Lucknow Super Giants,3,N Pooran,110,17.5
2,Lucknow Super Giants,4,KL Rahul,126,20.2
2,Lucknow Super Giants,5,MP Stoinis,126,20.3
2,Lucknow Super Giants,6,A Badoni,127,20.4
2,Lucknow Super Giants,7,DJ Hooda,128,20.5
