match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2025-03-24,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,0,35,1,17.5,3,0,0
10,2025-03-30,Sunrisers Hyderabad,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,0,21,0,10.5,2,1,1
17,2025-04-05,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,27,2,6.75,9,0,0
24,2025-04-10,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,18,2,4.5,12,0,0
29,2025-04-13,Mumbai Indians,"Arun Jaitley Stadium, Delhi",4.0,0,41,2,10.25,10,1,0
32,2025-04-16,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",1.0,0,13,0,13.0,3,0,1
35,2025-04-19,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,34,0,8.5,9,1,0
40,2025-04-22,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1.0,0,14,0,14.0,0,0,0
46,2025-04-27,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",1.0,0,12,0,12.0,1,0,1
48,2025-04-29,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",4.0,0,41,2,10.25,7,1,1
60,2025-05-18,Gujarat Titans,"Arun Jaitley Stadium, Delhi",4.0,0,37,0,9.25,4,1,0
63,2025-05-21,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,25,0,6.25,7,0,0
66,2025-05-24,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",4.0,0,38,2,9.5,5,1,0
