match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2014-04-18,Kings XI Punjab,Sheikh Zayed Stadium,26,11,3,1,236.36,c R Dhawan b L Balaji,4
8,2014-04-21,Delhi Daredevils,Sheikh Zayed Stadium,32,15,2,2,213.33,c MA Agarwal b JD Unadkat,5
10,2014-04-23,Rajasthan Royals,Dubai International Cricket Stadium,5,8,0,0,62.5,c JP Faulkner b PV Tambe,5
13,2014-04-25,Mumbai Indians,Dubai International Cricket Stadium,14,11,1,1,127.27,not out,5
17,2014-04-27,Sunrisers Hyderabad,Sharjah Cricket Stadium,13,14,1,0,92.86,not out,4
21,2014-05-02,Kolkata Knight Riders,JSCA International Stadium Complex,22,17,1,1,129.41,not out,4
26,2014-05-05,Delhi Daredevils,Feroz Shah Kotla,12,5,1,1,240.0,not out,4
29,2014-05-07,Kings XI Punjab,Barabati Stadium,23,20,0,1,115.0,c GJ Bailey b MG Johnson,6
33,2014-05-10,Mumbai Indians,Wankhede Stadium,22,12,1,1,183.33,not out,5
37,2014-05-13,Rajasthan Royals,JSCA International Stadium Complex,26,16,1,1,162.5,not out,6
42,2014-05-18,Royal Challengers Bangalore,JSCA International Stadium Complex,7,6,1,0,116.67,c CH Gayle b AN Ahmed,5
47,2014-05-20,Kolkata Knight Riders,Eden Gardens,21,15,1,1,140.0,not out,5
50,2014-05-22,Sunrisers Hyderabad,JSCA International Stadium Complex,57,41,2,4,139.02,not out,5
53,2014-05-24,Royal Challengers Bangalore,M Chinnaswamy Stadium,49,28,4,3,175.0,not out,4
59,2014-05-30,Kings XI Punjab,Wankhede Stadium,42,31,3,3,135.48,not out,7
