match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2010-03-14,Kolkata Knight Riders,Eden Gardens,21,16,3,0,131.25,b AD Mathews,6
18,2010-03-23,Chennai Super Kings,M Chinnaswamy Stadium,14,11,3,0,127.27,b M Muralitharan,3
20,2010-03-25,Delhi Daredevils,M Chinnaswamy Stadium,1,1,0,0,100.0,"run out (UT Yadav, KD Karthik)",4
35,2010-04-04,Delhi Daredevils,Feroz Shah Kotla,14,9,2,0,155.56,c DA Warner b A Mishra,7
40,2010-04-08,Deccan Chargers,M Chinnaswamy Stadium,26,25,2,1,104.0,c RG Sharma b PP Ojha,3
43,2010-04-10,Kolkata Knight Riders,M Chinnaswamy Stadium,52,35,5,2,148.57,c AB Agarkar b AD Mathews,3
46,2010-04-12,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",49,35,8,0,140.0,c B Sumanth b A Symonds,3
49,2010-04-14,Rajasthan Royals,Sawai Mansingh Stadium,5,4,1,0,125.0,not out,7
52,2010-04-17,Mumbai Indians,M Chinnaswamy Stadium,16,11,2,0,145.45,c KA Pollard b Harbhajan Singh,4
57,2010-04-21,Mumbai Indians,Dr DY Patil Sports Academy,23,22,3,0,104.55,"run out (AM Nayar, KA Pollard)",2
59,2010-04-24,Deccan Chargers,Dr DY Patil Sports Academy,35,30,5,0,116.67,not out,2
