match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2026-03-30,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",1,9,0,0,11.11,c Dhruv Jurel b JC Archer,9
11,2026-04-05,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",8,8,0,1,100.0,c V Kohli b B Kumar,10
27,2026-04-18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,1,0,0,100.0,not out,10
