match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2011-04-09,Kochi Tuskers Kerala,Nehru Stadium,2.0,0,14,1,7.0,4,0,0
8,2011-04-12,Mumbai Indians,M Chinnaswamy Stadium,2.0,0,15,0,7.5,1,0,0
14,2011-04-16,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,23,0,7.67,3,0,0
24,2011-04-22,Kolkata Knight Riders,Eden Gardens,1.0,0,9,0,9.0,0,0,0
47,2011-05-06,Kings XI Punjab,M Chinnaswamy Stadium,1.0,0,7,0,7.0,2,0,1
55,2011-05-11,Rajasthan Royals,Sawai Mansingh Stadium,3.0,0,17,0,5.67,6,0,0
58,2011-05-14,Kolkata Knight Riders,M Chinnaswamy Stadium,1.0,0,14,0,14.0,0,0,0
63,2011-05-17,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,1.0,0,13,0,13.0,1,1,0
69,2011-05-22,Chennai Super Kings,M Chinnaswamy Stadium,1.0,0,8,1,8.0,3,1,0
71,2011-05-24,Chennai Super Kings,Wankhede Stadium,2.0,0,19,0,9.5,3,0,1
