match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
7,2022-03-31,Lucknow Super Giants,"Brabourne Stadium, Mumbai",35,22,4,2,159.09,b Avesh Khan,3
11,2022-04-03,Punjab Kings,"Brabourne Stadium, Mumbai",0,2,0,0,0.0,b VG Arora,3
17,2022-04-09,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",48,35,3,2,137.14,c RA Tripathi b AK Markram,3
22,2022-04-12,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",3,8,0,0,37.5,"run out (SS Prabhudessai, KD Karthik)",3
29,2022-04-17,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",1,3,0,0,33.33,b AS Joseph,3
49,2022-05-04,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",34,27,2,2,125.93,c Mohammed Siraj b HV Patel,5
55,2022-05-08,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",9,4,2,0,225.0,c DA Warner b A Nortje,6
59,2022-05-12,Mumbai Indians,"Wankhede Stadium, Mumbai",0,2,0,0,0.0,c HR Shokeen b DR Sams,3
62,2022-05-15,Gujarat Titans,"Wankhede Stadium, Mumbai",21,17,0,2,123.53,c Rashid Khan b R Sai Kishore,3
68,2022-05-20,Rajasthan Royals,"Brabourne Stadium, Mumbai",93,57,13,3,163.16,c R Parag b OC McCoy,3
