innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CH Gayle,6,2.6
1,Royal Challengers Bangalore,2,CA Pujara,32,5.6
1,Royal Challengers Bangalore,3,MC Henriques,89,14.2
1,Royal Challengers Bangalore,4,V Kohli,183,20.6
2,Delhi Daredevils,1,DPMD Jayawardene,25,4.1
2,Delhi Daredevils,2,V Sehwag,49,6.2
2,Delhi Daredevils,3,DA Warner,60,7.5
2,Delhi Daredevils,4,BJ Rohrer,118,15.1
2,Delhi Daredevils,5,UBT Chand,129,17.1
2,Delhi Daredevils,6,KM Jadhav,131,17.3
2,Delhi Daredevils,7,M Morkel,175,20.5
