innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,AJ Finch,4,2.3
1,Kolkata Knight Riders,2,VR Iyer,22,5.3
1,Kolkata Knight Riders,3,B Indrajith,35,8.2
1,Kolkata Knight Riders,4,SP Narine,35,8.3
1,Kolkata Knight Riders,5,SS Iyer,83,14.1
1,Kolkata Knight Riders,6,AD Russell,83,14.4
1,Kolkata Knight Riders,7,RK Singh,145,20.2
1,Kolkata Knight Riders,8,N Rana,146,20.4
1,Kolkata Knight Riders,9,TG Southee,146,20.5
2,Delhi Capitals,1,PP Shaw,0,1.1
2,Delhi Capitals,2,MR Marsh,17,2.3
2,Delhi Capitals,3,DA Warner,82,10.3
2,Delhi Capitals,4,Lalit Yadav,84,11.6
2,Delhi Capitals,5,RR Pant,84,12.1
2,Delhi Capitals,6,AR Patel,113,15.6
