match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
5,Kings XI Punjab,AC Thomas,4.0,0,27,2,6.75,11
5,Kings XI Punjab,JD Ryder,3.0,1,9,1,3.0,11
5,Kings XI Punjab,M Kartik,0.5,0,10,0,12.0,3
5,Kings XI Punjab,M Manhas,3.0,0,14,0,4.67,8
5,Kings XI Punjab,R Sharma,2.0,0,12,0,6.0,5
5,Kings XI Punjab,SB Wagh,3.0,0,16,3,5.33,11
5,Kings XI Punjab,WD Parnell,4.0,0,20,1,5.0,15
10,Kochi Tuskers Kerala,AC Thomas,3.0,0,31,1,10.33,6
10,Kochi Tuskers Kerala,JD Ryder,2.0,0,8,1,4.0,5
10,Kochi Tuskers Kerala,M Kartik,4.0,0,30,0,7.5,10
10,Kochi Tuskers Kerala,R Sharma,4.0,0,18,1,4.5,13
10,Kochi Tuskers Kerala,SB Wagh,2.0,0,10,0,5.0,8
10,Kochi Tuskers Kerala,WD Parnell,4.0,0,35,3,8.75,10
10,Kochi Tuskers Kerala,Yuvraj Singh,1.0,0,12,0,12.0,1
16,Delhi Daredevils,AA Jhunjhunwala,1.0,0,11,0,11.0,1
16,Delhi Daredevils,AC Thomas,2.0,0,22,0,11.0,6
16,Delhi Daredevils,JD Ryder,3.2,0,34,1,10.2,6
16,Delhi Daredevils,R Sharma,4.0,0,29,1,7.25,6
16,Delhi Daredevils,SB Wagh,3.0,0,38,0,12.67,4
16,Delhi Daredevils,WD Parnell,2.0,0,26,0,13.0,4
16,Delhi Daredevils,Yuvraj Singh,4.0,0,29,4,7.25,12
21,Mumbai Indians,AC Thomas,4.0,0,16,1,4.0,14
21,Mumbai Indians,JD Ryder,2.0,0,15,0,7.5,1
21,Mumbai Indians,M Kartik,4.0,0,29,0,7.25,6
21,Mumbai Indians,R Sharma,3.0,0,14,1,4.67,8
21,Mumbai Indians,SB Wagh,2.0,0,9,1,4.5,5
21,Mumbai Indians,WD Parnell,4.0,0,28,0,7.0,8
21,Mumbai Indians,Yuvraj Singh,1.0,0,5,0,5.0,2
29,Chennai Super Kings,AC Thomas,4.0,0,29,2,7.25,7
29,Chennai Super Kings,JE Taylor,4.0,0,30,3,7.5,11
29,Chennai Super Kings,M Kartik,4.0,0,29,0,7.25,8
29,Chennai Super Kings,NL McCullum,2.0,0,12,0,6.0,6
29,Chennai Super Kings,R Sharma,4.0,0,27,1,6.75,9
29,Chennai Super Kings,Yuvraj Singh,2.0,0,14,0,7.0,3
31,Chennai Super Kings,AC Thomas,3.3,1,24,0,6.86,9
31,Chennai Super Kings,JD Ryder,2.0,0,21,1,10.5,3
31,Chennai Super Kings,JE Taylor,4.0,0,27,0,6.75,13
31,Chennai Super Kings,M Kartik,4.0,1,27,1,6.75,9
31,Chennai Super Kings,MR Marsh,1.0,0,7,0,7.0,0
31,Chennai Super Kings,R Sharma,4.0,0,27,0,6.75,4
31,Chennai Super Kings,Yuvraj Singh,1.0,0,10,0,10.0,1
35,Royal Challengers Bangalore,AC Thomas,4.0,0,23,2,5.75,11
35,Royal Challengers Bangalore,JD Ryder,2.0,0,20,0,10.0,3
35,Royal Challengers Bangalore,JE Taylor,4.0,0,44,1,11.0,9
35,Royal Challengers Bangalore,Kamran Khan,3.0,0,47,0,15.67,5
35,Royal Challengers Bangalore,M Manhas,1.0,0,9,0,9.0,1
35,Royal Challengers Bangalore,R Sharma,4.0,0,27,2,6.75,8
35,Royal Challengers Bangalore,Yuvraj Singh,2.0,0,10,0,5.0,3
38,Rajasthan Royals,AC Thomas,4.0,1,28,1,7.0,10
38,Rajasthan Royals,JE Taylor,3.3,0,22,0,6.29,8
38,Rajasthan Royals,M Kartik,4.0,0,41,0,10.25,4
38,Rajasthan Royals,NL McCullum,3.0,0,22,0,7.33,4
38,Rajasthan Royals,R Sharma,4.0,1,13,3,3.25,17
38,Rajasthan Royals,Yuvraj Singh,1.0,0,9,0,9.0,2
44,Mumbai Indians,AC Thomas,4.0,0,53,1,13.25,9
44,Mumbai Indians,JD Ryder,1.0,0,11,0,11.0,0
44,Mumbai Indians,JE Taylor,4.0,0,34,2,8.5,7
44,Mumbai Indians,R Sharma,4.0,0,7,2,1.75,17
44,Mumbai Indians,SB Wagh,3.0,0,22,0,7.33,5
44,Mumbai Indians,Yuvraj Singh,4.0,0,22,2,5.5,8
51,Kings XI Punjab,AA Jhunjhunwala,1.0,0,11,0,11.0,0
51,Kings XI Punjab,B Kumar,3.0,0,14,2,4.67,9
51,Kings XI Punjab,MR Marsh,4.0,0,26,2,6.5,8
51,Kings XI Punjab,R Sharma,4.0,0,17,2,4.25,12
51,Kings XI Punjab,SB Wagh,2.0,0,18,0,9.0,6
51,Kings XI Punjab,WD Parnell,4.0,0,12,2,3.0,13
51,Kings XI Punjab,Yuvraj Singh,2.0,0,17,0,8.5,2
53,Deccan Chargers,B Kumar,3.0,0,24,0,8.0,3
53,Deccan Chargers,MR Marsh,4.0,0,25,4,6.25,8
53,Deccan Chargers,R Sharma,4.0,0,24,1,6.0,5
53,Deccan Chargers,SB Wagh,1.0,0,8,0,8.0,4
53,Deccan Chargers,WD Parnell,4.0,0,38,1,9.5,5
53,Deccan Chargers,Yuvraj Singh,4.0,0,17,2,4.25,9
62,Deccan Chargers,B Kumar,2.0,0,10,0,5.0,7
62,Deccan Chargers,M Manhas,3.0,0,19,0,6.33,6
62,Deccan Chargers,MR Marsh,3.0,0,30,0,10.0,6
62,Deccan Chargers,R Sharma,4.0,0,25,2,6.25,10
62,Deccan Chargers,WD Parnell,3.2,0,27,1,8.1,9
62,Deccan Chargers,Yuvraj Singh,4.0,0,27,1,6.75,8
65,Kolkata Knight Riders,AC Thomas,3.0,0,29,1,9.67,4
65,Kolkata Knight Riders,B Kumar,3.0,0,19,1,6.33,9
65,Kolkata Knight Riders,R Sharma,4.0,0,29,0,7.25,11
65,Kolkata Knight Riders,S Rana,0.4,0,2,0,3.0,2
65,Kolkata Knight Riders,WD Parnell,4.0,0,27,1,6.75,11
65,Kolkata Knight Riders,Yuvraj Singh,2.0,0,12,0,6.0,7
68,Delhi Daredevils,AC Thomas,3.0,0,15,0,5.0,9
68,Delhi Daredevils,JP Faulkner,2.0,0,9,1,4.5,7
68,Delhi Daredevils,MR Marsh,2.1,0,11,1,5.08,3
68,Delhi Daredevils,R Sharma,1.0,0,4,0,4.0,3
68,Delhi Daredevils,SS Mundhe,1.0,0,6,1,6.0,4
68,Delhi Daredevils,Yuvraj Singh,1.0,0,8,0,8.0,3
