match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
5,Kings XI Punjab,GC Smith,0,1,0,0,0.0,c R McLaren b P Kumar
5,Kings XI Punjab,JD Ryder,31,17,6,0,182.35,c AC Gilchrist b R McLaren
5,Kings XI Punjab,M Manhas,35,32,5,1,109.38,c AC Gilchrist b AM Nayar
5,Kings XI Punjab,RV Uthappa,22,14,1,2,157.14,not out
5,Kings XI Punjab,Yuvraj Singh,21,15,2,1,140.0,not out
10,Kochi Tuskers Kerala,JD Ryder,17,10,3,0,170.0,c & b R Vinay Kumar
10,Kochi Tuskers Kerala,GC Smith,24,24,3,0,100.0,c RP Singh b RA Jadeja
10,Kochi Tuskers Kerala,M Manhas,12,19,1,0,63.16,c RA Jadeja b BJ Hodge
10,Kochi Tuskers Kerala,Yuvraj Singh,8,12,0,0,66.67,c PA Patel b BJ Hodge
10,Kochi Tuskers Kerala,RV Uthappa,31,13,3,2,238.46,b M Muralitharan
10,Kochi Tuskers Kerala,MD Mishra,37,21,2,2,176.19,not out
10,Kochi Tuskers Kerala,WD Parnell,1,5,0,0,20.0,"run out (RV Gomez, RA Jadeja)"
10,Kochi Tuskers Kerala,R Sharma,10,9,0,1,111.11,not out
16,Delhi Daredevils,JD Ryder,60,27,5,5,222.22,c AJ Finch b S Nadeem
16,Delhi Daredevils,GC Smith,12,14,2,0,85.71,c IK Pathan b AB Dinda
16,Delhi Daredevils,M Manhas,20,18,1,1,111.11,c DA Warner b JR Hopes
16,Delhi Daredevils,Yuvraj Singh,66,32,4,5,206.25,not out
16,Delhi Daredevils,RV Uthappa,4,10,0,0,40.0,c DA Warner b S Nadeem
16,Delhi Daredevils,MD Mishra,7,11,0,0,63.64,c V Sehwag b AB Dinda
16,Delhi Daredevils,WD Parnell,10,9,1,0,111.11,not out
21,Mumbai Indians,JD Ryder,12,15,2,0,80.0,c SR Tendulkar b AN Ahmed
21,Mumbai Indians,TD Paine,2,9,0,0,22.22,b MM Patel
21,Mumbai Indians,M Manhas,0,1,0,0,0.0,c AT Rayudu b AN Ahmed
21,Mumbai Indians,RV Uthappa,45,37,6,1,121.62,c KA Pollard b AG Murtaza
21,Mumbai Indians,Yuvraj Singh,0,2,0,0,0.0,c AT Rayudu b MM Patel
21,Mumbai Indians,MD Mishra,12,10,2,0,120.0,c RG Sharma b AG Murtaza
21,Mumbai Indians,M Kartik,11,13,1,0,84.62,c A Symonds b SL Malinga
21,Mumbai Indians,WD Parnell,9,8,1,0,112.5,b JEC Franklin
21,Mumbai Indians,R Sharma,13,9,1,1,144.44,c AG Murtaza b MM Patel
21,Mumbai Indians,SB Wagh,2,2,0,0,100.0,c A Symonds b SL Malinga
21,Mumbai Indians,AC Thomas,0,2,0,0,0.0,not out
29,Chennai Super Kings,JD Ryder,15,11,1,1,136.36,b R Ashwin
29,Chennai Super Kings,MD Mishra,9,9,1,0,100.0,b JA Morkel
29,Chennai Super Kings,MK Pandey,12,9,2,0,133.33,b JA Morkel
29,Chennai Super Kings,RV Uthappa,0,4,0,0,0.0,b R Ashwin
29,Chennai Super Kings,Yuvraj Singh,34,43,2,0,79.07,c SB Jakati b JA Morkel
29,Chennai Super Kings,M Manhas,20,23,0,1,86.96,c MS Dhoni b DE Bollinger
29,Chennai Super Kings,NL McCullum,15,16,0,0,93.75,c SB Jakati b DE Bollinger
29,Chennai Super Kings,R Sharma,1,1,0,0,100.0,run out (MS Dhoni)
29,Chennai Super Kings,JE Taylor,2,1,0,0,200.0,run out (A Mukund)
