innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,139,13.4
1,Sunrisers Hyderabad,2,DA Warner,171,17.2
1,Sunrisers Hyderabad,3,KS Williamson,209,20.6
2,Kolkata Knight Riders,1,SP Narine,9,2.2
2,Kolkata Knight Riders,2,G Gambhir,12,3.3
2,Kolkata Knight Riders,3,MK Pandey,90,11.6
2,Kolkata Knight Riders,4,RV Uthappa,109,13.3
2,Kolkata Knight Riders,5,YK Pathan,130,16.6
2,Kolkata Knight Riders,6,SP Jackson,154,19.6
2,Kolkata Knight Riders,7,C de Grandhomme,161,20.6
