match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2026-04-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.4,0,27,3,7.36,9,0,0
8,2026-04-04,Mumbai Indians,"Arun Jaitley Stadium, Delhi",4.0,0,34,1,8.5,8,1,0
14,2026-04-08,Gujarat Titans,"Arun Jaitley Stadium, Delhi",4.0,0,24,1,6.0,11,2,0
18,2026-04-11,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,41,0,10.25,6,0,0
26,2026-04-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,39,2,9.75,6,1,0
31,2026-04-21,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,41,0,10.25,7,2,0
48,2026-05-05,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",4.0,0,30,1,7.5,11,1,0
51,2026-05-08,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",2.0,0,7,0,3.5,5,0,0
55,2026-05-11,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,46,0,11.5,7,0,0
62,2026-05-17,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",4.0,0,24,2,6.0,14,0,0
70,2026-05-24,Kolkata Knight Riders,"Eden Gardens, Kolkata",3.4,0,27,3,7.36,10,0,0
