innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DA Warner,33,5.2
1,Delhi Daredevils,2,V Sehwag,43,7.2
1,Delhi Daredevils,3,MS Wade,68,10.4
1,Delhi Daredevils,4,Y Venugopal Rao,115,16.1
1,Delhi Daredevils,5,JR Hopes,142,19.2
1,Delhi Daredevils,6,NV Ojha,151,20.1
2,Royal Challengers Bangalore,1,TM Dilshan,1,1.2
2,Royal Challengers Bangalore,2,CH Gayle,83,8.3
2,Royal Challengers Bangalore,3,AB de Villiers,95,9.5
2,Royal Challengers Bangalore,4,V Kohli,96,10.1
2,Royal Challengers Bangalore,5,CA Pujara,107,13.3
2,Royal Challengers Bangalore,6,SS Tiwary,139,17.4
2,Royal Challengers Bangalore,7,A Mithun,139,17.6
