match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2019-03-24,Sunrisers Hyderabad,Eden Gardens,49,19,4,4,257.89,not out,5
6,2019-03-27,Kings XI Punjab,Eden Gardens,48,17,3,5,282.35,c MA Agarwal b AJ Tye,5
10,2019-03-30,Delhi Capitals,Arun Jaitley Stadium,62,28,4,6,221.43,c R Tewatia b CH Morris,7
17,2019-04-05,Royal Challengers Bangalore,M.Chinnaswamy Stadium,48,13,1,7,369.23,not out,6
23,2019-04-09,Chennai Super Kings,MA Chidambaram Stadium,50,44,5,3,113.64,not out,7
26,2019-04-12,Delhi Capitals,Eden Gardens,45,21,3,4,214.29,c K Rabada b CH Morris,5
29,2019-04-14,Chennai Super Kings,Eden Gardens,10,4,1,1,250.0,c DR Shorey b Imran Tahir,6
35,2019-04-19,Royal Challengers Bangalore,Eden Gardens,65,25,2,9,260.0,run out (),6
38,2019-04-21,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,15,9,0,2,166.67,c Rashid Khan b B Kumar,7
43,2019-04-25,Rajasthan Royals,Eden Gardens,14,14,0,1,100.0,c R Parag b O Thomas,6
47,2019-04-28,Mumbai Indians,Eden Gardens,80,40,6,8,200.0,not out,3
52,2019-05-03,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,24,14,2,2,171.43,c AJ Tye b Mohammed Shami,4
56,2019-05-05,Mumbai Indians,Wankhede Stadium,0,1,0,0,0.0,c Q de Kock b SL Malinga,5
