innings,team,wicket_number,player_out,score,over
1,Pune Warriors,1,JD Ryder,13,3.2
1,Pune Warriors,2,SC Ganguly,28,6.1
1,Pune Warriors,3,MN Samuels,29,6.4
1,Pune Warriors,4,AD Mathews,51,9.3
1,Pune Warriors,5,RV Uthappa,77,13.1
1,Pune Warriors,6,SPD Smith,99,16.4
1,Pune Warriors,7,MK Pandey,100,17.3
1,Pune Warriors,8,M Manhas,108,18.2
1,Pune Warriors,9,R Sharma,110,18.4
1,Pune Warriors,10,AB Dinda,115,19.6
2,Kings XI Punjab,1,PC Valthaty,0,1.1
2,Kings XI Punjab,2,AC Gilchrist,50,8.6
2,Kings XI Punjab,3,Mandeep Singh,70,12.4
