innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Pune Warriors,JD Ryder,7,11,1,0,63.64,"run out (DJ Hussey, AC Gilchrist)",1
1,Pune Warriors,SC Ganguly,16,9,3,0,177.78,c SE Marsh b AD Mascarenhas,2
1,Pune Warriors,MN Samuels,2,12,0,0,16.67,b AD Mascarenhas,3
1,Pune Warriors,RV Uthappa,17,16,0,1,106.25,c Bipul Sharma b AD Mascarenhas,4
1,Pune Warriors,AD Mathews,11,9,2,0,122.22,lbw b Harmeet Singh,5
1,Pune Warriors,M Manhas,31,28,3,1,110.71,b AD Mascarenhas,6
1,Pune Warriors,SPD Smith,13,13,1,0,100.0,b PP Chawla,7
1,Pune Warriors,MK Pandey,0,3,0,0,0.0,c DJ Hussey b Harmeet Singh,8
1,Pune Warriors,R Sharma,2,4,0,0,50.0,c Mandeep Singh b AD Mascarenhas,9
1,Pune Warriors,A Nehra,2,4,0,0,50.0,not out,10
1,Pune Warriors,AB Dinda,2,5,0,0,40.0,run out (P Awana),11
2,Kings XI Punjab,PC Valthaty,0,1,0,0,0.0,b AB Dinda,1
2,Kings XI Punjab,AC Gilchrist,21,17,3,0,123.53,c SPD Smith b AD Mathews,2
2,Kings XI Punjab,SE Marsh,64,54,7,1,118.52,not out,3
2,Kings XI Punjab,Mandeep Singh,10,10,1,0,100.0,c SPD Smith b R Sharma,4
2,Kings XI Punjab,PP Chawla,21,24,3,0,87.5,not out,5
