match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2024-03-23,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,20,2,5.0,6,0,0
9,2024-03-28,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,41,1,10.25,5,2,0
26,2024-04-12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,20,3,5.0,10,1,0
32,2024-04-17,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,16,0,4.0,12,0,0
35,2024-04-20,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",4.0,0,55,4,13.75,8,2,0
40,2024-04-24,Gujarat Titans,"Arun Jaitley Stadium, Delhi",4.0,0,29,2,7.25,5,1,0
43,2024-04-27,Mumbai Indians,"Arun Jaitley Stadium, Delhi",3.0,0,47,0,15.67,2,1,0
47,2024-04-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,34,0,8.5,8,0,0
56,2024-05-07,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",4.0,0,25,2,6.25,10,0,1
62,2024-05-12,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,52,1,13.0,5,1,0
64,2024-05-14,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",4.0,0,33,1,8.25,9,0,0
