innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Pune Warriors,JD Ryder,12,15,2,0,80.0,c SR Tendulkar b AN Ahmed,1
1,Pune Warriors,TD Paine,2,9,0,0,22.22,b MM Patel,2
1,Pune Warriors,M Manhas,0,1,0,0,0.0,c AT Rayudu b AN Ahmed,3
1,Pune Warriors,RV Uthappa,45,37,6,1,121.62,c KA Pollard b AG Murtaza,4
1,Pune Warriors,Yuvraj Singh,0,2,0,0,0.0,c AT Rayudu b MM Patel,5
1,Pune Warriors,MD Mishra,12,10,2,0,120.0,c RG Sharma b AG Murtaza,6
1,Pune Warriors,M Kartik,11,13,1,0,84.62,c A Symonds b SL Malinga,7
1,Pune Warriors,WD Parnell,9,8,1,0,112.5,b JEC Franklin,8
1,Pune Warriors,R Sharma,13,9,1,1,144.44,c AG Murtaza b MM Patel,9
1,Pune Warriors,SB Wagh,2,2,0,0,100.0,c A Symonds b SL Malinga,10
1,Pune Warriors,AC Thomas,0,2,0,0,0.0,not out,11
2,Mumbai Indians,JEC Franklin,6,8,1,0,75.0,c M Manhas b SB Wagh,1
2,Mumbai Indians,SR Tendulkar,35,39,2,0,89.74,c AC Thomas b R Sharma,2
2,Mumbai Indians,AT Rayudu,37,40,4,0,92.5,c R Sharma b AC Thomas,3
2,Mumbai Indians,RG Sharma,20,18,1,1,111.11,not out,4
2,Mumbai Indians,A Symonds,16,15,2,0,106.67,not out,5
