match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2024-03-22,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",22,18,0,2,122.22,c RM Patidar b C Green,4
7,2024-03-26,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",24,20,2,0,120.0,not out,5
13,2024-03-31,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",34,26,1,2,130.77,c & b AR Patel,4
18,2024-04-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",13,11,1,0,118.18,c Abdul Samad b T Natarajan,6
22,2024-04-08,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",25,19,1,1,131.58,b SP Narine,3
29,2024-04-14,Mumbai Indians,"Wankhede Stadium, Mumbai",17,14,1,0,121.43,c Mohammad Nabi b HH Pandya,5
39,2024-04-23,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",11,10,1,0,110.0,c DJ Hooda b Yash Thakur,3
46,2024-04-28,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",52,32,7,1,162.5,c Nithish Kumar Reddy b JD Unadkat,3
49,2024-05-01,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",1,1,0,0,100.0,not out,8
53,2024-05-05,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",30,19,2,1,157.89,lbw b HV Patel,3
59,2024-05-10,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",63,34,7,3,185.29,c M Shahrukh Khan b MM Sharma,4
61,2024-05-12,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",22,13,4,0,169.23,lbw b YS Chahal,3
68,2024-05-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4,6,0,0,66.67,c V Kohli b Yash Dayal,3
