innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,V Sehwag,23,4.4
1,Kings XI Punjab,2,GJ Bailey,30,6.1
1,Kings XI Punjab,3,M Vohra,159,18.1
1,Kings XI Punjab,4,GJ Maxwell,170,18.6
2,Kolkata Knight Riders,1,RV Uthappa,6,1.4
2,Kolkata Knight Riders,2,G Gambhir,59,7.1
2,Kolkata Knight Riders,3,YK Pathan,130,14.3
2,Kolkata Knight Riders,4,Shakib Al Hasan,156,16.3
2,Kolkata Knight Riders,5,RN ten Doeschate,168,17.3
2,Kolkata Knight Riders,6,MK Pandey,179,17.6
2,Kolkata Knight Riders,7,SA Yadav,187,19.2
