innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,CV Varun,4.0,0,26,1,6.5,9,1,0
1,Kolkata Knight Riders,SN Thakur,4.0,0,43,0,10.75,7,0,1
1,Kolkata Knight Riders,SP Narine,4.0,0,40,1,10.0,8,1,0
1,Kolkata Knight Riders,TG Southee,4.0,0,54,2,13.5,7,0,0
1,Kolkata Knight Riders,UT Yadav,4.0,0,27,1,6.75,11,0,0
2,Punjab Kings,Arshdeep Singh,3.0,0,19,3,6.33,10,0,0
2,Punjab Kings,Harpreet Brar,1.0,0,7,0,7.0,2,0,0
2,Punjab Kings,NT Ellis,3.0,0,27,1,9.0,7,0,2
2,Punjab Kings,R Dhawan,1.0,0,15,0,15.0,2,0,0
2,Punjab Kings,RD Chahar,2.0,0,12,1,6.0,5,0,0
2,Punjab Kings,SM Curran,3.0,0,38,1,12.67,4,0,0
2,Punjab Kings,Sikandar Raza,3.0,0,25,1,8.33,4,1,0
