innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CH Gayle,63,10.2
1,Royal Challengers Bangalore,2,V Kohli,110,16.3
1,Royal Challengers Bangalore,3,AB de Villiers,115,17.2
1,Royal Challengers Bangalore,4,KM Jadhav,127,18.6
1,Royal Challengers Bangalore,5,Mandeep Singh,127,19.1
2,Mumbai Indians,1,JC Buttler,7,2.5
2,Mumbai Indians,2,PA Patel,7,3.2
2,Mumbai Indians,3,MJ McClenaghan,7,3.3
2,Mumbai Indians,4,RG Sharma,7,3.4
2,Mumbai Indians,5,N Rana,33,8.6
2,Mumbai Indians,6,KA Pollard,126,18.3
