innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Sunrisers Hyderabad,E Malinga,4.0,0,45,2,11.25,5,2,0
1,Sunrisers Hyderabad,HV Patel,4.0,0,42,4,10.5,7,2,0
1,Sunrisers Hyderabad,Mohammed Shami,4.0,0,75,0,18.75,3,0,0
1,Sunrisers Hyderabad,PJ Cummins,4.0,0,40,0,10.0,8,2,0
1,Sunrisers Hyderabad,Zeeshan Ansari,4.0,0,41,0,10.25,4,2,0
2,Punjab Kings,Arshdeep Singh,4.0,0,37,1,9.25,10,1,0
2,Punjab Kings,GJ Maxwell,3.0,0,40,0,13.33,3,3,0
2,Punjab Kings,LH Ferguson,0.2,0,1,0,3.0,1,0,0
2,Punjab Kings,M Jansen,2.0,0,39,0,19.5,2,0,0
2,Punjab Kings,MP Stoinis,0.4,0,6,0,9.0,2,1,0
2,Punjab Kings,Shashank Singh,2.0,0,27,0,13.5,3,0,0
2,Punjab Kings,YS Chahal,4.0,0,56,1,14.0,3,1,0
2,Punjab Kings,Yash Thakur,2.3,0,40,0,16.0,3,2,1
