innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bengaluru,B Kumar,4.0,0,34,0,8.5,8,0,0
1,Royal Challengers Bengaluru,JR Hazlewood,4.0,0,49,1,12.25,9,3,0
1,Royal Challengers Bengaluru,KH Pandya,4.0,0,31,1,7.75,12,1,0
1,Royal Challengers Bengaluru,R Shepherd,1.0,0,16,0,16.0,1,0,0
1,Royal Challengers Bengaluru,Rasikh Salam,4.0,0,53,1,13.25,4,1,0
1,Royal Challengers Bengaluru,Suyash Sharma,2.0,0,21,0,10.5,2,0,0
2,Lucknow Super Giants,DS Rathi,4.0,0,50,0,12.5,3,1,0
2,Lucknow Super Giants,MP Yadav,4.0,0,50,0,12.5,8,1,0
2,Lucknow Super Giants,Mohammed Shami,4.0,0,33,1,8.25,12,3,0
2,Lucknow Super Giants,Prince Yadav,4.0,0,33,3,8.25,7,0,0
2,Lucknow Super Giants,Shahbaz Ahmed,3.0,0,33,2,11.0,8,3,0
