match_number,date,opponent,venue,result,margin
1,2008-04-18,Kolkata Knight Riders,M Chinnaswamy Stadium,lost,by 140 runs
5,2008-04-20,Mumbai Indians,Wankhede Stadium,won,by 5 wickets
12,2008-04-26,Rajasthan Royals,M Chinnaswamy Stadium,lost,by 7 wickets
15,2008-04-28,Chennai Super Kings,M Chinnaswamy Stadium,lost,by 13 runs
17,2008-04-30,Delhi Daredevils,Feroz Shah Kotla,lost,by 10 runs
21,2008-05-03,Deccan Chargers,M Chinnaswamy Stadium,won,by 3 runs
25,2008-05-05,Kings XI Punjab,M Chinnaswamy Stadium,lost,by 6 wickets
29,2008-05-08,Kolkata Knight Riders,Eden Gardens,lost,by 5 runs
34,2008-05-12,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",lost,by 9 wickets
39,2008-05-17,Rajasthan Royals,Sawai Mansingh Stadium,lost,by 65 runs
43,2008-05-19,Delhi Daredevils,M Chinnaswamy Stadium,lost,by 5 wickets
46,2008-05-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",won,by 14 runs
51,2008-05-25,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",won,by 5 wickets
55,2008-05-28,Mumbai Indians,M Chinnaswamy Stadium,lost,by 9 wickets
