match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2018-04-09,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,5,8,0,0,62.5,c KS Williamson b B Stanlake,4
6,2018-04-11,Delhi Daredevils,Sawai Mansingh Stadium,16,12,1,1,133.33,c RR Pant b TA Boult,3
11,2018-04-15,Royal Challengers Bangalore,M.Chinnaswamy Stadium,27,21,2,1,128.57,b YS Chahal,4
15,2018-04-18,Kolkata Knight Riders,Sawai Mansingh Stadium,14,11,0,1,127.27,c N Rana b PP Chawla,5
17,2018-04-20,Chennai Super Kings,Maharashtra Cricket Association Stadium,45,37,3,1,121.62,c SW Billings b Imran Tahir,4
21,2018-04-22,Mumbai Indians,Sawai Mansingh Stadium,40,27,3,1,148.15,b HH Pandya,4
28,2018-04-29,Sunrisers Hyderabad,Sawai Mansingh Stadium,0,3,0,0,0.0,b YK Pathan,4
32,2018-05-02,Delhi Daredevils,Arun Jaitley Stadium,1,2,0,0,50.0,c V Shankar b TA Boult,4
38,2018-05-06,Kings XI Punjab,Holkar Cricket Stadium,12,9,2,0,133.33,c MK Tiwary b Mujeeb Ur Rahman,5
40,2018-05-08,Kings XI Punjab,Sawai Mansingh Stadium,14,11,1,0,127.27,c R Ashwin b AJ Tye,5
43,2018-05-11,Chennai Super Kings,Sawai Mansingh Stadium,11,7,1,1,157.14,b Harbhajan Singh,2
49,2018-05-15,Kolkata Knight Riders,Eden Gardens,11,13,0,0,84.62,c & b Kuldeep Yadav,5
