match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2018-04-09,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2.0,0,21,0,10.5,4,1,0
11,2018-04-15,Royal Challengers Bangalore,M.Chinnaswamy Stadium,3.0,0,32,1,10.67,6,2,0
15,2018-04-18,Kolkata Knight Riders,Sawai Mansingh Stadium,3.0,0,25,0,8.33,4,1,0
17,2018-04-20,Chennai Super Kings,Maharashtra Cricket Association Stadium,3.0,0,39,0,13.0,4,0,0
21,2018-04-22,Mumbai Indians,Sawai Mansingh Stadium,3.0,0,31,0,10.33,5,0,1
28,2018-04-29,Sunrisers Hyderabad,Sawai Mansingh Stadium,3.0,0,20,0,6.67,7,0,0
32,2018-05-02,Delhi Daredevils,Arun Jaitley Stadium,3.0,0,28,0,9.33,3,2,0
38,2018-05-06,Kings XI Punjab,Holkar Cricket Stadium,3.0,0,22,1,7.33,4,0,0
40,2018-05-08,Kings XI Punjab,Sawai Mansingh Stadium,2.0,0,13,1,6.5,6,0,0
43,2018-05-11,Chennai Super Kings,Sawai Mansingh Stadium,4.0,0,31,0,7.75,7,1,0
47,2018-05-13,Mumbai Indians,Wankhede Stadium,4.0,0,26,2,6.5,10,1,0
49,2018-05-15,Kolkata Knight Riders,Eden Gardens,4.0,1,15,3,3.75,13,1,0
