innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,KL Rahul,4,1.4
1,Kings XI Punjab,2,MA Agarwal,60,9.5
1,Kings XI Punjab,3,CH Gayle,144,16.5
1,Kings XI Punjab,4,N Pooran,167,20.1
2,Rajasthan Royals,1,AM Rahane,78,9.1
2,Rajasthan Royals,2,JC Buttler,108,13.5
2,Rajasthan Royals,3,SPD Smith,148,17.4
2,Rajasthan Royals,4,SV Samson,150,17.6
2,Rajasthan Royals,5,BA Stokes,157,18.3
2,Rajasthan Royals,6,RA Tripathi,158,18.6
2,Rajasthan Royals,7,JC Archer,163,19.5
2,Rajasthan Royals,8,JD Unadkat,164,20.1
2,Rajasthan Royals,9,K Gowtham,164,20.2
