innings,team,wicket_number,player_out,score,over
1,Rising Pune Supergiant,1,RA Tripathi,6,1.6
1,Rising Pune Supergiant,2,SPD Smith,9,2.5
1,Rising Pune Supergiant,3,AM Rahane,89,13.4
1,Rising Pune Supergiant,4,MK Tiwary,162,20.6
2,Mumbai Indians,1,LMP Simmons,35,5.3
2,Mumbai Indians,2,RG Sharma,41,6.1
2,Mumbai Indians,3,AT Rayudu,41,6.4
2,Mumbai Indians,4,KA Pollard,51,8.6
2,Mumbai Indians,5,HH Pandya,75,12.1
2,Mumbai Indians,6,KH Pandya,101,15.3
2,Mumbai Indians,7,PA Patel,103,15.6
2,Mumbai Indians,8,KV Sharma,111,17.6
2,Mumbai Indians,9,MJ McClenaghan,134,20.3
