innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,HH Pandya,1.0,0,15,0,15.0,0,0,0
1,Mumbai Indians,JJ Bumrah,4.0,0,33,0,8.25,5,0,0
1,Mumbai Indians,KH Pandya,4.0,0,22,0,5.5,9,0,0
1,Mumbai Indians,KV Sharma,4.0,0,30,1,7.5,10,0,0
1,Mumbai Indians,MJ McClenaghan,4.0,0,46,1,11.5,9,4,1
1,Mumbai Indians,SL Malinga,3.0,0,14,1,4.67,8,0,0
2,Rising Pune Supergiant,A Zampa,1.0,0,9,0,9.0,2,0,0
2,Rising Pune Supergiant,DT Christian,4.0,0,33,0,8.25,5,1,0
2,Rising Pune Supergiant,JD Unadkat,4.0,0,24,1,6.0,10,0,0
2,Rising Pune Supergiant,LH Ferguson,3.0,0,21,1,7.0,9,5,0
2,Rising Pune Supergiant,SN Thakur,4.0,0,37,3,9.25,7,1,0
2,Rising Pune Supergiant,Washington Sundar,4.0,0,16,3,4.0,13,0,0
